foodname,foodcategory,city,materials,description,hazirlama_suresi_dk,pisirme_suresi_dk,toplam_sure_dk,porsiyon_sayisi,zorluk,vejetaryen,vegan,etiketler,gluten,pisirme_yontemi
Baklava,Yunan Mutfağı – Tatlı,Selanik,"yufka, ceviz, şeker, su, limon, tereyağı","Kat kat yufkalar cevizle dizilir, tereyağla pişirilir. Üzerine şerbet dökülerek servis edilir.",20,25,45,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı",Glütenli,Fırın
Feijoada,Brezilya Mutfağı – Ana Yemek,Rio de Janeiro,"siyah fasulye, et, sosis, soğan, sarımsak",Fasulye ve et birlikte haşlanır. Sosis ve soğanla uzun süre pişirilir.,33,30,63,4.0,Orta,Hayır,Hayır,"uzun süreli, orta",Glütensiz,Tencere
Goulash,Macar Mutfağı – Ana Yemek,Budapeşte,"dana eti, kırmızı biber, soğan, havuç, patates",Et ve sebzeler kırmızı biberle tatlandırılıp uzun süre pişirilerek servis edilir.,25,30,55,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tencere
Tom Yum,Tayland Mutfağı – Çorba,Bangkok,"karides, limon otu, lime suyu, mantar, acı biber",Karidesli ekşi ve acı Tay çorbası; limon otu ve lime ile aroma kazanır.,19,15,34,4.0,Orta,Evet,Evet,"orta, vegan, çorba",Glütensiz,Tencere
Ratatouille,Fransız Mutfağı – Sebze Yemeği,Nice,"kabak, patlıcan, domates, biber, soğan","Sebzeler ince doğranır, fırında ya da tavada sırayla dizilerek pişirilir.",22,20,42,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan",Glütensiz,Fırın
Ceviche,Peru Mutfağı – Meze,Lima,"beyaz balık, lime suyu, soğan, kişniş, acı biber","Balık lime suyuyla marine edilir. Soğan, kişniş ve biberle soğuk servis edilir.",10,5,15,2.0,Kolay,Hayır,Hayır,"hızlı, kolay, tek/çift kişilik, meze",Glütensiz,Tencere
Moussaka,Yunan Mutfağı – Ana Yemek,Atina,"patlıcan, kıyma, domates, beşamel sos, kaşar peyniri","Patlıcanlar kızartılır, kıymalı harçla kat kat dizilir, beşamel sosla fırında pişirilir.",27,30,57,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Fırın
Pierogi,Polonya Mutfağı – Hamur İşi,Krakow,"un, patates, peynir, soğan, tereyağı","Hamur açılır, iç harçla doldurulup haşlanır. Üzerine kızarmış soğanla servis edilir.",15,20,35,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen",Glütenli,Tencere
Kinoalı Nar Salatası,Sağlıklı Mutfak – Salata,İstanbul,"kinoa, nar, roka",Haşlanmış kinoa roka ve narla karıştırılır. Üzerine zeytinyağı ve limon gezdirilir.,9,0,9,4.0,Kolay,Evet,Evet,"hızlı, kolay, vegan, salata, az malzemeli",Glütensiz,Tencere
Karabuğday Pilavı,Sağlıklı Mutfak – Ana Yemek,Eskişehir,"karabuğday, yeşil mercimek, kapya biber","Karabuğday ve mercimek haşlanır, biberle sotelenip karıştırılır.",30,30,60,6.0,Orta,Evet,Evet,"uzun süreli, orta, kalabalık aileye uygun, vegan, az malzemeli",Glütensiz,Tencere
Elmalı Kereviz Salatası,Türk Mutfağı – Meze,Amasya,"kereviz, elma, ceviz","Kereviz ve elma rendelenir, yoğurtla karıştırılır. Ceviz serpilerek servis edilir.",11,5,16,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze, az malzemeli",Glütensiz,Tencere
Pancar Mezesi,Türk Mutfağı – Meze,Afyon,"pancar, yoğurt, sarımsak",Haşlanmış pancar yoğurt ve sarımsakla karıştırılır. Soğuk meze olarak sunulur.,11,5,16,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze, az malzemeli",Glütensiz,Tencere
Balkabağı Çorbası,Avrupa Mutfağı – Çorba,Viyana,"bal kabağı, muskat, krema","Bal kabağı haşlanır, püre yapılır. Krema ve muskat ile birlikte çorba kıvamına getirilir.",24,15,39,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba, az malzemeli",Glütensiz,Tencere
Tatlı Ekşi Tavuk,Asya Mutfağı – Ana Yemek,Hong Kong,"ananas, tavuk, soya sosu","Tavuklar sotelenir, ananas ve sosla birlikte pişirilir. Pirinçle servis edilir.",31,30,61,4.0,Zor,Hayır,Hayır,"uzun süreli, zor, az malzemeli",Glütensiz,Tava
Sebzeli Noodle,Asya Mutfağı – Ana Yemek,Pekin,"noodle, mantar, zencefil",Haşlanmış noodle tavada mantar ve zencefille sotelenir. Sıcak sunulur.,37,30,67,4.0,Zor,Evet,Evet,"uzun süreli, zor, vegan, az malzemeli",Glütensiz,Tava
Kestaneli İç Pilav,Türk Mutfağı – Pilav,Bursa,"kestane, pilavlık pirinç, tarçın","Pilavlık pirinç kavrulur, kestane ve tarçınla pişirilir. Et yemeklerinin yanında sunulur.",19,20,39,4.0,Orta,Evet,Evet,"orta, vegan, az malzemeli",Glütensiz,Tencere
Biberiyeli Bademli Patates,Akdeniz Mutfağı – Garnitür,Marsilya,"badem, biberiye, patates",Haşlanmış patatesler biberiye ve bademle fırında pişirilir. Et yemeklerine eşlik eder.,14,5,19,4.0,Zor,Evet,Evet,"hızlı, zor, vegan, az malzemeli",Glütensiz,Fırın
Erikli Et Yahnisi,Osmanlı Mutfağı – Ana Yemek,İstanbul,"kuru erik, dana eti, tarçın","Et ve erikler birlikte pişirilir. Tarçın ile aromalandırılır, Osmanlı mutfağına özgü lezzettir.",39,30,69,4.0,Orta,Hayır,Hayır,"uzun süreli, orta, az malzemeli",Glütensiz,Tencere
Avokadolu Yumurta Salatası,Sağlıklı Mutfak – Salata,İstanbul,"avokado, haşlanmış yumurta, lime suyu","Haşlanmış yumurta doğranır, ezilmiş avokado ve lime suyuyla karıştırılır. Soğuk servis edilir.",10,0,10,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, salata, az malzemeli",Glütensiz,Tencere
Karides Güveç,Ege Mutfağı – Deniz Ürünü,İzmir,"karides, kaşar peyniri, mantar","Mantarlar sotelenir, karides eklenir. Üzeri kaşar peyniriyle fırınlanarak sunulur.",15,20,35,4.0,Orta,Evet,Hayır,"orta, vejetaryen, az malzemeli",Glütensiz,Tava
Fıstıklı Kabak Tatlısı,Türk Mutfağı – Tatlı,Hatay,"bal kabağı, antep fıstığı, tahin","Kabak tatlısı hazırlanır, üzerine tahin ve bolca antep fıstığı serpilerek sunulur.",25,25,50,4.0,Orta,Evet,Evet,"orta, vegan, tatlı, az malzemeli",Glütensiz,Fırın
Hurmalı Enerji Topları,Sağlıklı Mutfak – Atıştırmalık,Adana,"hurma, yulaf ezmesi, kakao",Tüm malzemeler rondodan geçirilip yuvarlanır. Buzdolabında dinlendirilip servis edilir.,9,0,9,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Tencere
Narlı Buğday Salatası,Türk Mutfağı – Salata,Gaziantep,"buğday, nar taneleri, yeşillik","Haşlanmış buğday, nar ve yeşilliklerle karıştırılır. Limon ve zeytinyağı eklenir.",5,0,5,4.0,Kolay,Evet,Evet,"hızlı, kolay, vegan, salata, az malzemeli",Glütensiz,Tencere
Patlıcanlı Keşkek,Anadolu Mutfağı – Ana Yemek,Yozgat,"aşurelik buğday, patlıcan, tereyağı","Keşkek buğdayla hazırlanır, közlenmiş patlıcanla karıştırılır. Tereyağı gezdirilerek sunulur.",22,30,52,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Tencere
Edamame Salatası,Asya Mutfağı – Meze,Seul,"edamame, susam yağı, soya sosu",Haşlanmış edamame taneleri susam yağı ve soya sosuyla tatlandırılır. Soğuk servis edilir.,14,5,19,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze, az malzemeli",Glütensiz,Tencere
Peynirli Armut Salatası,Avrupa Mutfağı – Salata,Brüksel,"armut, rokfor peyniri, ceviz",Dilimlenmiş armutlar rokfor ve cevizle harmanlanır. Hafif ve aromatik bir salatadır.,8,0,8,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, salata, az malzemeli",Glütensiz,Tencere
Zerde,Osmanlı Mutfağı – Tatlı,Edirne,"pirinç, safran, kuşüzümü","Safranla renklenen pirinç tatlısı, kuşüzümüyle süslenerek soğuk servis edilir.",29,25,54,4.0,Orta,Evet,Evet,"orta, vegan, tatlı, az malzemeli",Glütensiz,Fırın
Limonlu Tavuk Kanat,Akdeniz Mutfağı – Ana Yemek,Antalya,"tavuk kanat, limon kabuğu, kekik",Tavuk kanatlar limon kabuğu ve kekikle marine edilip fırında kızartılır.,28,30,58,4.0,Orta,Hayır,Hayır,"orta, az malzemeli",Glütensiz,Fırın
Peynirli Enginar Kalbi,Ege Mutfağı – Meze,İzmir,"enginar kalbi, keçi peyniri, dereotu",Haşlanmış enginar kalpleri keçi peyniri ve dereotuyla fırınlanarak sunulur.,15,5,20,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze, az malzemeli",Glütensiz,Tencere
Kavunlu Roka Salatası,Akdeniz Mutfağı – Salata,Mersin,"kavun, roka, beyaz peynir","Dilimlenmiş kavun, roka ve peynirle karıştırılır. Soğuk servis edilir.",7,0,7,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, salata, az malzemeli",Glütenli,Tencere
Tatlı Patates Kızartması,Amerikan Mutfağı – Atıştırmalık,Los Angeles,"tatlı patates, zeytinyağı, kırmızı toz biber","Tatlı patatesler ince dilimlenir, baharatlarla harmanlanıp fırında kızartılır.",6,0,6,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Fırın
Kuşkonmaz Graten,Fransız Mutfağı – Garnitür,Lyon,"kuşkonmaz, parmesan peyniri, krema","Kuşkonmazlar haşlanır, krema ve peynirle fırında pişirilerek sunulur.",10,5,15,6.0,Orta,Evet,Hayır,"hızlı, orta, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Fırın
Mango Chutney,Hint Mutfağı – Sos,Goa,"mango, zencefil, esmer şeker",Doğranmış mangolar baharat ve şekerle kaynatılır. Tatlı-ekşi sos olarak kullanılır.,24,20,44,4.0,Orta,Evet,Evet,"orta, vegan, az malzemeli",Glütensiz,Tencere
Somon Tartare,İskandinav Mutfağı – Başlangıç,Stockholm,"çiğ somon, hardal, kapari",Küçük doğranmış somon hardal ve kapariyle harmanlanıp çiğ olarak sunulur.,26,20,46,4.0,Orta,Evet,Evet,"orta, vegan, az malzemeli",Glütensiz,Tencere
Zeytin Tapenade,Fransız Mutfağı – Meze,Nice,"siyah zeytin, kapari, zeytinyağı",Tüm malzemeler ezilerek püre haline getirilir. Ekmek üstü meze olarak sunulur.,11,5,16,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze, az malzemeli",Glütensiz,Tencere
Patlıcan Carpaccio,İtalyan Mutfağı – Başlangıç,Floransa,"patlıcan, balsamik sirke, fesleğen",İnce dilimlenmiş patlıcanlar ızgarada pişirilir. Sirke ve fesleğenle tatlandırılır.,20,20,40,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan, az malzemeli",Glütensiz,Izgara
Portakallı Ördek,Fransız Mutfağı – Ana Yemek,Paris,"ördek eti, portakal suyu, bal","Ördek fırınlanır, portakal sosu ile tatlandırılarak klasik Fransız usulü servis edilir.",22,30,52,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun, az malzemeli",Glütensiz,Tencere
Kestaneli Brüksel Lahanası,Avrupa Mutfağı – Garnitür,Brüksel,"brüksel lahanası, kestane, sarımsak","Brüksel lahanası haşlanır, sarımsak ve haşlanmış kestane ile birlikte kavrularak servis edilir.",11,5,16,6.0,Orta,Evet,Evet,"hızlı, orta, kalabalık aileye uygun, vegan, az malzemeli",Glütensiz,Tencere
Tavada Yumurta,Türk Mutfağı – Kahvaltı,İstanbul,"yumurta, tereyağı","Tereyağı tavada eritilir, yumurta kırılır ve istenilen kıvamda pişirilir.",11,5,16,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, az malzemeli",Glütensiz,Tava
Haşlanmış Yumurta,Türk Mutfağı – Kahvaltı,Ankara,"yumurta, su",Yumurtalar kaynar suda 7-10 dakika haşlanır. Kabukları soyularak servis edilir.,12,5,17,6.0,Kolay,Evet,Hayır,"hızlı, kolay, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Tencere
Peynirli Sandviç,Türk Mutfağı – Atıştırmalık,İzmir,"ekmek, beyaz peynir",Ekmek dilimlerinin arasına beyaz peynir konularak soğuk sandviç hazırlanır.,8,0,8,2.0,Orta,Evet,Hayır,"hızlı, orta, tek/çift kişilik, vejetaryen, atıştırmalık, az malzemeli",Glütenli,Tencere
Yağda Ekmek Kızartması,Türk Mutfağı – Kahvaltı,Eskişehir,"ekmek, sıvı yağ",Ekmek dilimleri yağda kızartılır ve sıcak olarak servis edilir.,10,5,15,6.0,Kolay,Evet,Evet,"hızlı, kolay, kalabalık aileye uygun, vegan, az malzemeli",Glütenli,Tava
Domatesli Ekmek,İspanyol Mutfağı – Atıştırmalık,Barselona,"ekmek, domates, zeytinyağı",Ekmek üzerine rendelenmiş domates ve zeytinyağı sürülerek hazırlanır.,5,0,5,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütenli,Tencere
Mikrodalgada Patates,Türk Mutfağı – Atıştırmalık,Bursa,"patates, tuz","Patates doğranır, mikrodalgada yumuşayana kadar pişirilir. Tuz serpilerek servis edilir.",9,0,9,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Mikrodalga
Sade Makarna,Türk Mutfağı – Ana Yemek,Konya,"makarna, tuz, su",Makarna tuzlu suda haşlanır ve süzülerek sade şekilde servis edilir.,25,30,55,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan, az malzemeli",Glütenli,Tencere
Yoğurtlu Ekmek,Türk Mutfağı – Atıştırmalık,Kayseri,"yoğurt, ekmek",Taze ya da bayat ekmek yoğurtla birlikte tabakta karıştırılarak tüketilir.,5,0,5,2.0,Orta,Evet,Hayır,"hızlı, orta, tek/çift kişilik, vejetaryen, atıştırmalık, az malzemeli",Glütenli,Tencere
Zeytinli Sandviç,Türk Mutfağı – Kahvaltı,Hatay,"ekmek, zeytin ezmesi",Ekmek dilimlerinin arasına zeytin ezmesi sürülerek kolay sandviç hazırlanır.,15,5,20,4.0,Kolay,Evet,Evet,"hızlı, kolay, vegan, az malzemeli",Glütenli,Tencere
Tuzlu Yoğurt,Türk Mutfağı – Meze,Kars,"yoğurt, tuz",Yoğurda bir miktar tuz eklenip karıştırılarak sade ve pratik bir meze elde edilir.,15,5,20,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze, az malzemeli",Glütensiz,Tencere
Limonlu Soda,Türk Mutfağı – İçecek,Adana,"maden suyu, limon","Bardağa maden suyu dökülür, içine limon sıkılarak serinletici içecek hazırlanır.",33,20,53,6.0,Orta,Evet,Evet,"orta, kalabalık aileye uygun, vegan, az malzemeli",Glütensiz,Tencere
Ballı Yoğurt,Türk Mutfağı – Tatlı,Artvin,"yoğurt, bal",Bir kase yoğurdun üzerine bal gezdirilerek hafif bir tatlı hazırlanır.,26,25,51,4.0,Orta,Evet,Hayır,"orta, vejetaryen, tatlı, az malzemeli",Glütensiz,Fırın
Sarımsaklı Ekmek,İtalyan Mutfağı – Atıştırmalık,Roma,"ekmek, sarımsak, zeytinyağı","Ekmek dilimlerine sarımsak sürülür, zeytinyağı gezdirilir ve fırında kızartılır.",9,0,9,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütenli,Fırın
Tuzlu Salatalık,Türk Mutfağı – Atıştırmalık,Çorum,"salatalık, tuz","Salatalık dilimlenir, üzerine tuz serpilerek sade atıştırmalık olarak tüketilir.",7,0,7,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Tencere
Zeytin Ezmesi,Türk Mutfağı – Meze,Hatay,"zeytin, zeytinyağı","Zeytin çekirdekleri çıkarılıp ezilir, zeytinyağı ile karıştırılarak kahvaltılık hazırlanır.",10,5,15,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze, az malzemeli",Glütensiz,Tencere
Yoğurtlu Makarna,Türk Mutfağı – Ana Yemek,Uşak,"makarna, yoğurt",Haşlanmış makarnaya yoğurt eklenerek karıştırılır. İsteğe bağlı sarımsak eklenebilir.,24,30,54,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütenli,Tencere
Tereyağlı Ekmek,Türk Mutfağı – Kahvaltı,Van,"ekmek, tereyağı",Ekmek dilimlerinin üzerine tereyağı sürülür. Tost makinesinde ya da tavada kızartılır.,13,5,18,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, az malzemeli",Glütenli,Tava
Peynirli Kraker,Türk Mutfağı – Atıştırmalık,İstanbul,"kraker, beyaz peynir",Krakerlerin üzerine beyaz peynir konularak kolay ve pratik atıştırmalık elde edilir.,10,0,10,2.0,Orta,Evet,Hayır,"hızlı, orta, tek/çift kişilik, vejetaryen, atıştırmalık, az malzemeli",Glütenli,Tencere
Haşlanmış Mısır,Türk Mutfağı – Atıştırmalık,Samsun,"mısır, su, tuz",Mısırlar tuzlu suda haşlanır. Sıcak ya da soğuk şekilde servis edilir.,6,0,6,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Tencere
Elma Dilim,Türk Mutfağı – Tatlı,Amasya,elma,Elma dilimlenerek taze meyve olarak ya da hafif tatlı niyetine servis edilir.,34,25,59,4.0,Orta,Evet,Evet,"orta, vegan, tatlı, az malzemeli",Glütensiz,Fırın
Sütlü Kahve,Türk Mutfağı – İçecek,İstanbul,"süt, kahve","Süt ısıtılır, üzerine kahve eklenir ve karıştırılarak servis edilir.",29,20,49,6.0,Zor,Evet,Hayır,"zor, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Tencere
Peynirli Omlet,Türk Mutfağı – Kahvaltı,Ankara,"yumurta, peynir","Yumurtalar çırpılır, tavada pişirilirken üzerine peynir eklenerek omlet hazırlanır.",14,5,19,6.0,Kolay,Evet,Hayır,"hızlı, kolay, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Tava
Haşlanmış Brokoli,Türk Mutfağı – Garnitür,İzmir,"brokoli, tuz","Brokoliler haşlanır, üzerine tuz serpilerek sade olarak sunulur.",13,5,18,4.0,Zor,Evet,Evet,"hızlı, zor, vegan, az malzemeli",Glütensiz,Tencere
Zeytinyağlı Limonlu Havuç,Türk Mutfağı – Meze,Muğla,"havuç, limon, zeytinyağı","Rendelenmiş havuç, limon suyu ve zeytinyağıyla karıştırılır. Soğuk servis edilir.",15,5,20,2.0,Kolay,Evet,Evet,"hızlı, kolay, tek/çift kişilik, vegan, meze, az malzemeli",Glütensiz,Tencere
Sarımsaklı Yoğurt,Türk Mutfağı – Meze,Trabzon,"yoğurt, sarımsak",Yoğurda ezilmiş sarımsak eklenerek karıştırılır. Meze ya da sos olarak sunulur.,11,5,16,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze, az malzemeli",Glütensiz,Tencere
Peynirli Ekmek,Türk Mutfağı – Kahvaltı,Erzincan,"ekmek, kaşar peyniri","Ekmek üzerine kaşar peyniri konur, fırında ya da tavada eritilerek hazırlanır.",10,5,15,4.0,Kolay,Evet,Hayır,"hızlı, kolay, vejetaryen, az malzemeli",Glütenli,Fırın
Tuzlu Ayran,Türk Mutfağı – İçecek,Şanlıurfa,"yoğurt, su, tuz","Yoğurt suyla açılır, tuz eklenip karıştırılarak serinletici ayran elde edilir.",25,20,45,6.0,Orta,Evet,Hayır,"orta, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütensiz,Tencere
Muzlu Süt,Türk Mutfağı – İçecek,Adana,"muz, süt",Muz dilimlenip sütle blenderdan geçirilerek soğuk içecek hazırlanır.,29,20,49,4.0,Orta,Evet,Hayır,"orta, vejetaryen, az malzemeli",Glütensiz,Tencere
Kavrulmuş Ekmek Küpleri,Türk Mutfağı – Atıştırmalık,Bolu,"ekmek, tereyağı",Ekmek küpleri tereyağında kavrularak çıtır bir atıştırmalık yapılır.,8,0,8,2.0,Orta,Evet,Hayır,"hızlı, orta, tek/çift kişilik, vejetaryen, atıştırmalık, az malzemeli",Glütenli,Tencere
Tereyağlı Makarna,Türk Mutfağı – Ana Yemek,Gaziantep,"makarna, tereyağı",Haşlanmış makarna tereyağı ile karıştırılır. Sade ve pratik bir yemektir.,27,30,57,6.0,Zor,Evet,Hayır,"zor, kalabalık aileye uygun, vejetaryen, az malzemeli",Glütenli,Tencere
Mercimek Çorbası,Türk Mutfağı – Çorba,Ankara,"kırmızı mercimek, soğan, havuç, un, tereyağı, su, tuz","Soğan ve havuç küçük doğranır, tereyağında kavrulur. Üzerine un ve mercimek eklenir. Su eklenip kaynatılır. Piştikten sonra blendırdan geçirilip süzülür, tuz eklenerek servis edilir.",15,25,40,4.0,Orta,Evet,Hayır,"orta, vejetaryen, çorba",Glütenli,Tencere
Menemen,Türk Mutfağı – Kahvaltı,İzmir,"yumurta, domates, biber, sıvı yağ, tuz","Biberler sıvı yağda kavrulur, ardından doğranmış domates eklenir. Yumurtalar kırılıp karıştırılarak pişirilir.",10,10,20,6.0,Kolay,Evet,Hayır,"hızlı, kolay, kalabalık aileye uygun, vejetaryen",Glütensiz,Tencere
İzmir Köfte,Türk Mutfağı – Ana Yemek,İzmir,"kıyma, patates, domates, biber, soğan, salça","Köfte harcı hazırlanır, patateslerle birlikte fırın kabına dizilir. Sos eklenip fırında pişirilir.",20,30,50,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Fırın
Tavuk Sote,Türk Mutfağı – Ana Yemek,Ankara,"tavuk göğsü, biber, domates, soğan, sıvı yağ",Tavuk ve sebzeler doğranarak tavada sotelenir. Baharatlarla tatlandırılır.,15,20,35,4.0,Orta,Hayır,Hayır,orta,Glütensiz,Tava
Etli Kuru Fasulye,Türk Mutfağı – Ana Yemek,Erzurum,"kuru fasulye, kuşbaşı et, soğan, salça, sıvı yağ","Fasulye önceden ıslatılır. Et ve soğan kavrulur, salça ve fasulye eklenip pişirilir.",20,40,60,4.0,Zor,Hayır,Hayır,"uzun süreli, zor",Glütensiz,Tencere
Zeytinyağlı Taze Fasulye,Türk Mutfağı – Zeytinyağlı,Amasya,"taze fasulye, soğan, domates, zeytinyağı","Fasulye doğranır, soğan ve domatesle birlikte zeytinyağında pişirilir.",15,25,40,6.0,Zor,Evet,Evet,"zor, kalabalık aileye uygun, vegan, zeytinyağlı",Glütensiz,Tencere
Kuru Köfte,Türk Mutfağı – Ana Yemek,Tekirdağ,"kıyma, bayat ekmek, soğan, yumurta, baharat",Tüm malzemeler yoğrulup şekil verilir. Kızgın yağda kızartılır.,15,15,30,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütenli,Tava
Yoğurtlu Kabak,Türk Mutfağı – Meze,Muğla,"kabak, yoğurt, sarımsak, zeytinyağı",Kabak rendelenip sotelenir. Yoğurt ve sarımsakla karıştırılarak soğuk servis edilir.,10,10,20,2.0,Kolay,Evet,Hayır,"hızlı, kolay, tek/çift kişilik, vejetaryen, meze",Glütensiz,Tava
Sebzeli Bulgur Pilavı,Türk Mutfağı – Pilav,Gaziantep,"bulgur, soğan, biber, domates salçası, yağ","Soğan ve biber kavrulur, salça ve bulgur eklenir. Üzerine su konup pişirilir.",10,20,30,4.0,Orta,Evet,Evet,"orta, vegan",Glütenli,Tencere
Fırında Tavuk Baget,Türk Mutfağı – Ana Yemek,Bursa,"tavuk baget, patates, baharat, sıvı yağ",Tavuklar ve patatesler baharatlanır. Fırın tepsisine dizilip pişirilir.,15,35,50,4.0,Zor,Hayır,Hayır,zor,Glütensiz,Tencere
Kabak Mücver,Türk Mutfağı – Meze,Bolu,"kabak, yumurta, un, dereotu, tuz","Kabak rendelenir, diğer malzemelerle karıştırılır. Tavada kızartılır.",15,15,30,2.0,Kolay,Evet,Hayır,"kolay, tek/çift kişilik, vejetaryen, meze",Glütenli,Tava
Fellah Köftesi,Türk Mutfağı – Ana Yemek,Hatay,"ince bulgur, irmik, salça, un, sarımsak, maydanoz","Bulgur, irmik, salça ve un yoğrularak küçük köfteler yapılır. Haşlanıp sarımsaklı domates sosuyla karıştırılır. Üzerine maydanoz serpilerek servis edilir.",30,20,50,4.0,Zor,Evet,Evet,"zor, vegan",Glütenli,Tencere
Cheeseburger,Amerikan Mutfağı – Ana Yemek,Chicago,"hamburger ekmeği, köfte, cheddar peyniri, domates, marul","Izgara köfte ekmek arasına konur. Üzerine peynir, domates ve marul eklenerek servis edilir.",15,15,30,4.0,Zor,Hayır,Hayır,zor,Glütensiz,Tencere
Quesadilla,Meksika Mutfağı – Ara Sıcak,Monterrey,"tortilla, kaşar peyniri, tavuk, biber","Tortillanın yarısına iç harç konur, katlanır ve tavada iki yüzü kızartılır.",10,10,20,4.0,Orta,Hayır,Hayır,"hızlı, orta",Glütensiz,Tava
Fettuccine Alfredo,İtalyan Mutfağı – Ana Yemek,Roma,"fettuccine makarna, krema, tereyağı, parmesan",Haşlanan makarna kremalı sosla karıştırılır ve parmesan ile servis edilir.,10,15,25,4.0,Orta,Hayır,Hayır,orta,Glütenli,Tencere
Döner Dürüm,Türk Mutfağı – Sokak Yemeği,İstanbul,"lavaş, et döner, domates, soğan, marul","Et döner lavaşa sarılır, üzerine sebzeler eklenerek dürüm yapılır.",10,10,20,4.0,Zor,Hayır,Hayır,"hızlı, zor",Glütenli,Tencere
Sosisli Sandviç,Amerikan Mutfağı – Atıştırmalık,New York,"sandviç ekmeği, sosis, ketçap, hardal",Haşlanmış ya da ızgara sosis ekmek içine yerleştirilir. Soslarla tamamlanır.,5,10,15,2.0,Orta,Hayır,Hayır,"hızlı, orta, tek/çift kişilik, atıştırmalık",Glütensiz,Izgara
Çıtır Tavuk (Nugget),Amerikan Mutfağı – Atıştırmalık,Dallas,"tavuk göğsü, un, yumurta, galeta unu",Küp doğranmış tavuklar pane harcına bulanarak kızartılır.,15,10,25,2.0,Orta,Hayır,Hayır,"orta, tek/çift kişilik, atıştırmalık",Glütenli,Tava
Patates Kızartması,Türk Mutfağı – Atıştırmalık,Adana,"patates, sıvı yağ, tuz","Patatesler doğranır, yağda kızartılır. Tuz eklenerek sıcak servis edilir.",10,10,20,2.0,Orta,Evet,Evet,"hızlı, orta, tek/çift kişilik, vegan, atıştırmalık, az malzemeli",Glütensiz,Tava
Spagetti Bolognese,İtalyan Mutfağı – Ana Yemek,Bologna,"spagetti, kıyma, domates sos, soğan","Spagetti haşlanır, kıymalı sosla karıştırılarak servis edilir.",15,20,35,6.0,Orta,Hayır,Hayır,"orta, kalabalık aileye uygun",Glütensiz,Tencere
Tavuk Kanat (Buffalo),Amerikan Mutfağı – Ana Yemek,Buffalo,"tavuk kanat, acı sos, tereyağı","Tavuk kanatlar kızartılır veya fırınlanır, acı sos ve tereyağıyla harmanlanarak servis edilir.",10,25,35,4.0,Orta,Hayır,Hayır,"orta, az malzemeli",Glütensiz,Tava
